lat,lon,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3
-8.05938987804878,-34.95157136986302,-96.38012003968241,-88.50105303030291,-92.11004999999994,-95.8860992063493,-80.03116111111125,-84.46439583333334,-91.64945370370359,-83.15594507575756,-95.98479166666667
-8.05938987804878,-34.9513694520548,-94.99736706349196,-89.2452640692639,-91.70736269841264,-95.69644246031756,-79.78769166666676,-84.36143154761902,-91.48597453703688,-85.9378080808081,-95.98681250000001
-8.05938987804878,-34.95116753424658,-92.30402380952381,-91.25625757575749,-91.50838174603167,-95.71484920634916,-79.08643055555555,-83.62424107142857,-91.61217592592585,-89.08976944444446,-95.9637708333334
-8.05938987804878,-34.95096561643836,-91.93603373015874,-91.36094372294363,-91.53339603174594,-95.73762698412693,-79.4211986111111,-82.23878869047618,-91.05269212962953,-88.44436186868685,-95.94187500000005
-8.05938987804878,-34.95076369863014,-91.68092658730161,-91.41011038961031,-91.49609444444437,-95.79158531746026,-79.12990694444443,-82.09009226190476,-91.8760810185184,-88.40414520202019,-95.93572916666672
-8.05938987804878,-34.95056178082192,-91.47391468253971,-91.43113419913409,-91.46506269841261,-95.83350198412691,-78.89271249999999,-81.91394345238092,-92.01891435185175,-88.40519520202021,-95.92937500000006
-8.05938987804878,-34.9503598630137,-91.447878968254,-91.43493181818172,-91.47464603174595,-95.82059920634914,-78.86487916666667,-81.89251488095236,-92.01808101851842,-88.41067020202021,-95.92625000000005
-8.05938987804878,-34.950157945205476,-91.44258134920638,-91.44386038961031,-91.42357460317452,-95.83287698412691,-78.76400416666667,-81.94312202380951,-92.10763657407398,-88.49467020202022,-95.92625000000005
-8.05938987804878,-34.94995602739726,-91.57634325396829,-91.45026515151507,-91.42701507936499,-95.83809920634914,-78.76400416666667,-82.20396726190475,-92.1844976851851,-88.65852020202023,-95.92625000000005
-8.05938987804878,-34.949754109589044,-90.97980753968254,-91.45272943722935,-91.19530079365072,-95.76707142857136,-78.9178861111111,-82.0525744047619,-91.89513657407396,-88.40402853535355,-95.91687500000006
-8.05938987804878,-34.949552191780825,-91.29150992063491,-91.4888841991341,-91.39009841269832,-95.65132142857138,-79.97792777777777,-82.31377678571427,-91.79569212962956,-88.02648686868686,-95.90437500000006
-8.05938987804878,-34.949350273972605,-91.25267658730158,-91.35322943722934,-91.42357460317453,-95.49684920634917,-80.51140694444443,-81.48719345238094,-91.64321990740731,-88.25097020202021,-95.85750000000006
-8.05938987804878,-34.949148356164386,-91.37571726190477,-91.20557251082242,-91.51513492063485,-95.64800198412692,-78.91574444444443,-81.55545238095237,-91.73032175925917,-88.85912247474747,-95.85750000000006
-8.05938987804878,-34.948946438356174,-90.8060634920635,-91.16448376623369,-91.67333888888884,-95.39558134920627,-77.91419583333328,-82.1646726190476,-91.57069444444433,-89.14525517676768,-95.85750000000006
-8.05938987804878,-34.94874452054795,-90.36800396825396,-90.69229437229431,-90.94416428571428,-95.27489880952372,-77.08732222222218,-83.09836011904754,-91.50173148148137,-90.8532284090909,-95.85750000000006
-8.05938987804878,-34.94854260273973,-90.07320932539682,-90.54957359307355,-90.66359365079363,-95.21728571428562,-76.62419583333329,-82.30318749999992,-91.51123842592581,-90.83809027777777,-95.85750000000006
-8.05938987804878,-34.94834068493151,-89.59576289682536,-90.35643506493503,-90.41401190476186,-95.10332142857136,-76.13322083333334,-81.35809523809515,-91.59740277777772,-90.70726830808076,-95.85750000000006
-8.05938987804878,-34.94813876712329,-91.05514980158723,-89.6803409090908,-91.86963253968253,-95.01024603174601,-80.60427499999996,-79.19499107142855,-91.09913425925917,-91.9252402777777,-95.85750000000006
-8.05938987804878,-34.94793684931507,-91.2252886904761,-89.60999134199125,-92.05949285714284,-94.94495436507935,-80.54816666666663,-78.31253869047617,-90.97136111111101,-91.94852815656557,-95.85750000000006
